Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Roger Martí,es ESP,FW,Cádiz,La Liga 2,34-271,1991,3,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Cádiz,La Liga 2,34-271,1991,3,41,14,6.5,0.5,0,0,0,3,14,4,2.33,1,0,+1,+2.20,+1.74,es ESP,FW,Cádiz,La Liga 2,34-271,1991,0.5,0,0,0,1,1,0,2,0,1,0.0,0.0,0
Aarón Martin,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,4,2,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,4,171,43,27.1,1.9,2,68,1,2,18,3,1.00,2,3,-1,-0.53,-0.13,es ESP,"MF,FW",CD Mirandés,La Liga 2,18-311,2006,1.9,0,0,0,2,6,0,1,1,5,0.0,0.0,0
Álex Martín,es ESP,DF,Córdoba,La Liga 2,27-249,1998,2,1,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,0,1,0,0.0,0.67,0.00,0.00,0,0.0,0,0,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,27-249,1998,2,135,68,21.4,1.5,1,90,1,1,45,5,0.00,1,4,-3,-2.00,-1.82,es ESP,DF,Córdoba,La Liga 2,27-249,1998,1.5,1,0,0,3,2,0,0,5,1,0.0,0.0,0
Andrés Martín,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7,7,630,7.0,5,1,6,3,2,2,2,0,0.71,0.14,0.86,0.43,0.57,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,5,17,8,47.1,2.43,1.14,0.18,0.38,0.0,2,2,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7,630,90,100.0,7.0,7,90,7,0,0,0,1.86,18,14,+4,+0.57,0,es ESP,MF,Racing Sant,La Liga 2,26-082,1999,7.0,2,0,0,9,11,6,38,8,6,0.0,0.0,0
Nacho Martin,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,7,6,468,5.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,0,1,0,0.0,0.19,0.00,0.00,0,0.0,0,0,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,7,468,67,74.3,5.2,6,73,2,1,33,0,1.29,7,8,-1,-0.19,-0.19,es ESP,MF,Sporting Gijón,La Liga 2,23-196,2002,5.2,1,0,0,7,2,0,1,8,6,0.0,0.0,0
Brais Martinez,es ESP,DF,Burgos,La Liga 2,23-292,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,23-292,2001,1,13,13,2.1,0.1,0,0,0,1,13,6,1.00,0,0,0,0.00,-0.73,es ESP,DF,Burgos,La Liga 2,23-292,2001,0.1,0,0,0,0,0,0,1,0,1,0.0,0.0,0
Javi Martínez,es ESP,MF,Eibar,La Liga 2,25-283,1999,5,0,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,1,2,1,50.0,2.00,1.00,0.50,1.00,0.0,0,0,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,25-283,1999,5,90,18,14.3,1.0,0,0,0,5,18,2,2.00,2,1,+1,+1.00,+0.50,es ESP,MF,Eibar,La Liga 2,25-283,1999,1.0,0,0,0,1,3,0,6,0,4,0.0,0.0,0
Sergio Martínez,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,5,2,232,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,0,2,1,50.0,0.78,0.39,0.00,0.00,0.0,0,0,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,5,232,46,36.8,2.6,2,59,0,3,38,1,2.00,5,4,+1,+0.39,-0.29,es ESP,MF,Racing Sant,La Liga 2,18-139,2007,2.6,1,0,0,2,1,0,0,3,1,0.0,0.0,0
Javi Martón,es ESP,FW,Eibar,La Liga 2,26-148,1999,4,2,172,1.9,2,0,2,2,0,0,0,0,1.05,0.00,1.05,1.05,1.05,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,2,7,3,42.9,3.66,1.57,0.29,0.67,0.0,0,0,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Eibar,La Liga 2,26-148,1999,4,172,43,27.3,1.9,2,72,0,2,15,0,2.00,4,2,+2,+1.05,+0.65,es ESP,FW,Eibar,La Liga 2,26-148,1999,1.9,0,0,0,5,4,5,0,0,0,0.0,0.0,0
Marvel,es ESP,DF,Leganés,La Liga 2,22-267,2003,6,6,529,5.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Leganés,La Liga 2,22-267,2003,6,529,88,84.0,5.9,6,88,5,0,0,0,1.17,6,5,+1,+0.17,+1.06,es ESP,DF,Leganés,La Liga 2,22-267,2003,5.9,3,0,0,6,10,0,6,6,3,0.0,0.0,0
Marvin,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,7,7,567,6.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,0,4,1,25.0,0.63,0.16,0.00,0.00,0.0,0,0,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,7,567,81,90.0,6.3,7,81,3,0,0,0,1.57,6,2,+4,+0.63,+3.49,es ESP,DF,Las Palmas,La Liga 2,25-090,2000,6.3,3,0,0,9,4,2,16,11,2,0.0,0.0,0
Jose Matos,es ESP,DF,Ceuta,La Liga 2,30-148,1995,6,6,520,5.8,1,1,2,1,0,0,2,0,0.17,0.17,0.35,0.17,0.35,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,1,5,2,40.0,0.87,0.35,0.20,0.50,0.0,0,0,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,30-148,1995,6,520,87,82.5,5.8,6,87,5,0,0,1,1.33,7,8,-1,-0.17,+3.10,es ESP,DF,Ceuta,La Liga 2,30-148,1995,5.8,2,0,0,10,12,2,19,10,2,0.0,0.0,0
Romain Matthys,be BEL,GK,Castellón,La Liga 2,27-083,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0,0,0,0,0.00,0.00,0,0,0.0,0,0,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,GK,Castellón,La Liga 2,27-083,1998,3,270,90,42.9,3.0,3,90,3,0,0,2,2.33,7,4,+3,+1.00,+2.00,be BEL,GK,Castellón,La Liga 2,27-083,1998,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
Pierre Mbemba,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,3,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0,1,0,0.0,1.58,0.00,0.00,0,0.0,0,0,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,3,57,19,9.0,0.6,0,0,0,3,19,3,1.00,0,3,-3,-4.74,-5.05,fr FRA,MF,Sporting Gijón,La Liga 2,21-173,2004,0.6,0,0,0,4,0,0,0,1,0,0.0,0.0,0
Jordi Mboula,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,3,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,3,65,22,10.3,0.7,0,0,0,3,22,0,1.33,1,2,-1,-1.38,-0.75,es ESP,"DF,FW",Leonesa,La Liga 2,26-199,1999,0.7,0,0,0,3,2,0,2,1,1,0.0,0.0,0
