Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Ibrahim Alani,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,4,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0,2,0,0.0,2.77,0.00,0.00,0,0.0,0,0,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,4,65,16,10.3,0.7,0,0,0,4,16,3,1.75,2,0,+2,+2.77,+2.61,ng NGA,MF,Valladolid,La Liga 2,19-064,2006,0.7,0,0,0,3,1,0,0,1,3,0.0,0.0,0
Albarrán,es ESP,DF,Córdoba,La Liga 2,31-259,1994,4,3,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,0,1,0,0.0,0.34,0.00,0.00,0,0.0,0,0,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-259,1994,4,262,66,41.6,2.9,3,86,2,1,4,0,1.00,2,3,-1,-0.34,+0.39,es ESP,DF,Córdoba,La Liga 2,31-259,1994,2.9,1,0,0,3,3,0,5,2,4,0.0,0.0,0
Rubén Alcaraz,es ESP,MF,Granada,La Liga 2,34-153,1991,4,2,228,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,0,1,0,0.0,0.39,0.00,0.00,0,0.0,0,0,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,34-153,1991,4,228,57,36.2,2.5,2,90,2,2,24,0,1.25,2,2,0,0.00,+1.57,es ESP,MF,Granada,La Liga 2,34-153,1991,2.5,1,0,0,8,2,0,4,0,2,0.0,0.0,0
Alcázar,es ESP,DF,Castellón,La Liga 2,23-082,2002,3,2,148,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,23-082,2002,3,148,49,23.5,1.6,2,74,1,1,1,4,2.33,3,0,+3,+1.82,+2.57,es ESP,DF,Castellón,La Liga 2,23-082,2002,1.6,1,0,0,3,3,0,1,1,3,0.0,0.0,0
Aldasoro,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,6,5,388,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,0,1,0,0.0,0.23,0.00,0.00,0,0.0,0,0,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,6,388,65,61.6,4.3,5,71,1,1,32,1,2.17,10,9,+1,+0.23,-0.88,es ESP,MF,Racing Sant,La Liga 2,26-118,1999,4.3,1,0,0,7,5,0,2,6,10,0.0,0.0,0
Iván Alejo,es ESP,DF,Valladolid,La Liga 2,30-233,1995,7,7,526,5.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Valladolid,La Liga 2,30-233,1995,7,526,75,83.5,5.8,7,75,0,0,0,0,1.57,6,4,+2,+0.34,-0.52,es ESP,DF,Valladolid,La Liga 2,30-233,1995,5.8,4,0,0,18,20,1,44,7,20,0.0,0.0,0
Pedro Alemañ,es ESP,MF,Granada,La Liga 2,23-194,2002,6,4,385,4.3,2,1,3,2,0,0,0,0,0.47,0.23,0.70,0.47,0.70,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,2,8,2,25.0,1.87,0.47,0.25,1.00,0.0,0,0,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,23-194,2002,6,385,64,61.1,4.3,4,86,2,2,21,0,0.83,5,6,-1,-0.23,+1.97,es ESP,MF,Granada,La Liga 2,23-194,2002,4.3,0,0,0,5,6,0,3,0,4,0.0,0.0,0
Gonzalo Almenara,es ESP,DF,Ceuta,La Liga 2,28-139,1997,6,5,407,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,0,5,0,0.0,1.11,0.00,0.00,0,0.0,0,0,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-139,1997,6,407,68,64.6,4.5,5,80,3,1,7,1,1.17,4,8,-4,-0.88,-0.48,es ESP,DF,Ceuta,La Liga 2,28-139,1997,4.5,1,0,0,0,5,0,6,6,4,0.0,0.0,0
Gael Alonso,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,7,7,599,6.7,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,1,4,1,25.0,0.60,0.15,0.25,1.00,0.0,0,0,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,7,599,86,95.1,6.7,7,86,6,0,0,0,2.00,12,7,+5,+0.75,+3.65,es ESP,DF,FC Andorra,La Liga 2,23-273,2002,6.7,2,0,0,6,3,0,0,13,14,0.0,0.0,0
Julio Alonso,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,6,6,511,5.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,0,1,0,0.0,0.18,0.00,0.00,0,0.0,0,0,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,6,511,85,81.1,5.7,6,85,3,0,0,1,1.67,5,7,-2,-0.35,+0.40,es ESP,"MF,DF",Huesca,La Liga 2,26-291,1998,5.7,2,0,0,4,7,0,17,5,7,0.0,0.0,0
Iker Álvarez,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0,0,0,0,0.00,0.00,0,0,0.0,0,0,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2,180,90,28.6,2.0,2,90,2,0,0,4,1.00,3,3,0,0.00,+0.80,ad AND,GK,Córdoba,La Liga 2,24-068,2001,2.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0
Jesús ÁLVAREZ,es ESP,MF,Huesca,La Liga 2,25-318,1999,7,6,491,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,0.0,0,0,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Huesca,La Liga 2,25-318,1999,7,491,70,77.9,5.5,6,75,2,1,39,0,1.43,4,6,-2,-0.37,+0.28,es ESP,MF,Huesca,La Liga 2,25-318,1999,5.5,1,0,0,7,9,0,2,9,3,0.0,0.0,0
Sergio Álvarez,es ESP,MF,Eibar,La Liga 2,33-251,1992,6,4,394,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0,1,1,100.0,0.23,0.23,0.00,0.00,0.0,0,0,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,33-251,1992,6,394,66,62.5,4.4,4,90,4,2,17,1,1.83,6,4,+2,+0.46,-0.31,es ESP,MF,Eibar,La Liga 2,33-251,1992,4.4,0,0,0,7,5,0,2,7,12,0.0,0.0,0
Rubén Alves,es ESP,DF,Córdoba,La Liga 2,31-024,1994,3,2,169,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Córdoba,La Liga 2,31-024,1994,3,169,56,26.8,1.9,2,68,1,1,34,2,0.67,4,3,+1,+0.53,+1.51,es ESP,DF,Córdoba,La Liga 2,31-024,1994,1.9,1,0,0,3,4,0,1,4,1,0.0,0.0,0
Jair Amador,gq EQG,DF,Eibar,La Liga 2,36-041,1989,2,1,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0,2,0,0.0,1.22,0.00,0.00,0,0.0,0,0,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gq EQG,DF,Eibar,La Liga 2,36-041,1989,2,147,74,23.3,1.6,1,90,1,1,57,3,2.00,3,2,+1,+0.61,+0.05,gq EQG,DF,Eibar,La Liga 2,36-041,1989,1.6,0,0,0,1,1,0,0,1,0,0.0,0.0,0
